context,question,answer
"Dear Father & Mother, Just a few lines to letyou know I am O. K.  but extremely busy - justheard of a mail going in 2 days - & will try to geta real letter off then. Were getting ready to havea good Xmas - will be out of the line then - sowe are busy already arranging about Xmas dinner& a Sports Programme for Boxing Day. Must close now - withlove & best wishes for good health, prosperity,& happiness from your loving sonRollo",What is this about?,"Dear Father & Mother, Just a few lines to letyou know I am O"
"From Mohammad, in hospital in France, to Chowdri Fazal Illahi Shaib, Clerk, S. &T.  Corps, F. P. O No 20, I",What is this about?,"From Mohammad, in hospital in France, to Chowdri Fazal Illahi Shaib, Clerk, S"
"My own darling Jenny Jane. Here am I on still anothersteamer this time - and such a nice onetoo - over 14,000 tons, and I have not onlya nice Cabin, but a small sitting roomthrown in - a sort of American millionairessuite.  I don't suppose I shall ever againtravel in such luxury - and certainly onceI get off this ship, it will be a case ofreal [[pigging?]] it, I fancy, with practicallynothing more than one can take ashoreon one's back for a considerable time. Later on though I daresay we willgetting back here to go on - but that must depend entirely on how things goon land - once we can effect a landing!I went down to Alexandria from Cairoa few days before the troops to see Sir Ian. While there Onslow & I stayed with a brother& sister-in-law of Carruthers (he is a Brig-General now",What is this about?,My own darling Jenny Jane
"24 Gloucester Place.  May 6, 1917. My dear General,Many thanks for yourletter of April 17 which I was delightedto get and to hear such good news ofthe doings of your Corps.  The fightingthat is now going on seems to betremendous, in fact it looks as thoughit may almost be decisive, for ifwe really beat the Germans now Idoubt if their ""morale"" will hold out,While if we do not I ask myself whatthe attitude of the French may be.  As it is there is much too much intriguegoing on in high places in France in whichthe Generals are mixed up, and it makesme smile to think that appointmentsto commands are in some cases decidedon the point whether the candidate goesto Church or not",What is this about?,24 Gloucester Place
"Intelligence Anglaise27 Place du Marche St HonorParis27.  March 1917My dear General. I am much touched,Nothing could have givenme greater pleasure thanyour letter which I foundon my return from I. H. Qlast night",What is this about?,Intelligence Anglaise27 Place du Marche St HonorParis27
Figure500 B. C.  Ushabti (Egypt)means answerer.  Servantof mummy. Wheat1500 B,What is this about?,Figure500 B
"Dearest Mother and Father, I arrived safely in Suez two days ago and came by train to Zeitoun, a camp several miles from Cairo, last night.  As it was midnight when we arrived here I am unable to say what Cairo is like yet, but before long I hope I shall be able to tell you all about this ancient city.  My first impressions of Egypt are more favorable than I hoped, and so far everything it has far exceeded my expectations.  We had a splendid trip over, the water being smooth right from W. A",What is this about?,"Dearest Mother and Father, I arrived safely in Suez two days ago and came by train to Zeitoun, a camp several miles from Cairo, last night"
"Dear Mother.  my budget consented of ao letters it papers o 2 parts on from you- other from Trdens.  mail not haff done yet looked out for hon Dyke- found his room at Shylkerts but he was out so I expect to see him when in caire again in a fortnights time left a note for can for him.  Ralph Skitch sent a letter- says his been at Heluolis since last 8 weeks - so he knows more if Egight than I do Wish you many happy returns of 22 t hope Ill be home next birthday to deliver wishes personally.  I visited the famous bazaar Mooake before I left Caws- I put enough trut in a Dape sort o slain to get him h pack a tuble centre, &cushion cover for you I hope his honest bends them straight as he showed me many credentials from Aunares",What is this about?,Dear Mother
"Mon.  Dec.  24, 1917 Weather: fair, mildHealth: sore throat, eyes full of mucus At home.  Again I have been tempted by ease and warmth and comfort and Leah and I awake at 8 but loaf and talk in bed till 10 in spite of having promised to go to work at 8.  Wash and have breakfast with Leah which seems like sweetheart days and get 11 oclock boat for New York",What is this about?,Mon
"Had two mails in a week! Recd, some pads from Bernabut no pen to hand - Don't send expensive one - as theyget rough usage here.  Small parcels seem to getthro' easily - but large ones get hung up in Egypt - &so many parcels are missing that Base Details are infor a hot time.  As long as the letters come I'm satisfiedBoltons sent me 6 or 7 parcels - but only the first got tome - but I believe a parcel mail is about due. I sent for some cigarettes for Jackos dead brother Abdullahburns so much that we want something.  We may need'waders' soon for a winter campaign",What is this about?,"Had two mails in a week! Recd, some pads from Bernabut no pen to hand - Don't send expensive one - as theyget rough usage here"
"2. 8. 1917. My dear mother,I am afraid that owing to the frequentchanges in my manner & place of living lately, my usualregular habits of letter writing have been somewhat upset& it is in the middle or rather nearing the end of the weekagain before I commence my home letter I am at presentspending a few days with the Immobile Section of the3rd Ambulance which is at present running aRest Camp for the tired men of the Brigades on thebeach.  There they are well fed or rather have extra feedfor the army ration is always a good one, have nothingto do save swim read & sleep, & they have a glorioustime generally",What is this about?,2
"We have now left the Somme Area and are on our way to theYpres Salient.  and we are Reserve now.  We will have aboutfive weeks rest here, in order to re-train & re-organise & generallyto do all we can to make ourselves as Hydras. I will give you a short description of our stunt of 1st weekin Sept. , & forward a rough diagram to show positions",What is this about?,We have now left the Somme Area and are on our way to theYpres Salient
"My last letter told you about our raiding parties and I'll [[?enlarge]] upon that & give more details.  During this period our raiders have crept out (blackened & dressed as described - sneaked across No Man's Land till they are close to the wire which our fire is [[?s----]] up.  After a few minutes of Dante's Inferno [[their]] curtains fire [[as]] befited & extended [[?---hy]] to C E F D.  This prevents any reinforcements coming from the flanks - or from X.  Directly our fire lifts our boys look in - scupper the Huns & scuttle off with any prisoners, badges etc to our own trenches",What is this about?,My last letter told you about our raiding parties and I'll [[?enlarge]] upon that & give more details
"Private. March 27.  1917.  My dear General,I am so glad that youcame here the other day and it wassuch a pleasure to me to see you againafter the many successes that you haveachieved.  When Bapaume fell I realisedat once that it was your Corps thathad carried the day and I rejoicedaccordingly",What is this about?,Private
"Thursday Jan.  24, 1918 Weather: cold, clearFlag at half staff - Lieutenant died Up at 6:00.  Reveille very perfunctory.  Breakfast, farina, steak, coffee.  Police upstairs",What is this about?,Thursday Jan
"I've got some ink as you see. - Got an ink tabletfrom a returned officer.  Have met the greater part ofmy men, but 3 or 4 others are missing too.  Hayesmy champ.  at bayonet - & anchor man in tug of warhas been picked out for a machine gun course, & Ravenwhose boy I taught at Norwood will probably be sentback for physical inability",What is this about?,I've got some ink as you see
"9 days beforeMothers BirthdayC340,000My Dear EileenI believe there is to be a mail infew days time.  With the strictcensorship it seems to reduce lettersto a bald statement of 'all is well'I heard they are even cutting outthe dates.  The O. Cs of each companydo the censoring whether thereis any more I can't say. If they are going to treat us alwaysas they have lately with mailswe will be in for a good time",What is this about?,"9 days beforeMothers BirthdayC340,000My Dear EileenI believe there is to be a mail infew days time"
